variable,time_frame,scenario,forcing,time_period,link
pr,future,ssp585,ipsl-cm6a-lr,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2041_2050.nc
pr,future,ssp585,ipsl-cm6a-lr,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2051_2060.nc
pr,future,ssp585,ipsl-cm6a-lr,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2061_2070.nc
pr,future,ssp585,ipsl-cm6a-lr,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2071_2080.nc
pr,future,ssp585,ipsl-cm6a-lr,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2081_2090.nc
pr,future,ssp585,ipsl-cm6a-lr,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2091_2100.nc
pr,future,ssp585,mpi-esm1-2-hr,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2015_2020.nc
pr,future,ssp585,mpi-esm1-2-hr,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2021_2030.nc
pr,future,ssp585,mpi-esm1-2-hr,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2031_2040.nc
pr,future,ssp585,mpi-esm1-2-hr,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2041_2050.nc
pr,future,ssp585,mpi-esm1-2-hr,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2051_2060.nc
pr,future,ssp585,mpi-esm1-2-hr,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2061_2070.nc
pr,future,ssp585,mpi-esm1-2-hr,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2071_2080.nc
pr,future,ssp585,mpi-esm1-2-hr,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2081_2090.nc
pr,future,ssp585,mpi-esm1-2-hr,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_global_daily_2091_2100.nc
pr,future,ssp585,mri-esm2-0,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp585_pr_global_daily_2015_2020.nc
pr,future,ssp585,mri-esm2-0,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp585_pr_global_daily_2021_2030.nc
pr,future,ssp585,mri-esm2-0,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp585_pr_global_daily_2031_2040.nc
pr,future,ssp585,mri-esm2-0,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp585_pr_global_daily_2041_2050.nc
pr,future,ssp585,mri-esm2-0,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp585_pr_global_daily_2051_2060.nc
pr,future,ssp585,mri-esm2-0,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp585_pr_global_daily_2061_2070.nc
pr,future,ssp585,mri-esm2-0,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp585_pr_global_daily_2071_2080.nc
pr,future,ssp585,mri-esm2-0,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp585_pr_global_daily_2081_2090.nc
pr,future,ssp585,mri-esm2-0,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_ssp585_pr_global_daily_2091_2100.nc
pr,future,ssp585,ukesm1-0-ll,2015_2020,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp585_pr_global_daily_2015_2020.nc
pr,future,ssp585,ukesm1-0-ll,2021_2030,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp585_pr_global_daily_2021_2030.nc
pr,future,ssp585,ukesm1-0-ll,2031_2040,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp585_pr_global_daily_2031_2040.nc
pr,future,ssp585,ukesm1-0-ll,2041_2050,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp585_pr_global_daily_2041_2050.nc
pr,future,ssp585,ukesm1-0-ll,2051_2060,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp585_pr_global_daily_2051_2060.nc
pr,future,ssp585,ukesm1-0-ll,2061_2070,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp585_pr_global_daily_2061_2070.nc
pr,future,ssp585,ukesm1-0-ll,2071_2080,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp585_pr_global_daily_2071_2080.nc
pr,future,ssp585,ukesm1-0-ll,2081_2090,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp585_pr_global_daily_2081_2090.nc
pr,future,ssp585,ukesm1-0-ll,2091_2100,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/ssp585/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_ssp585_pr_global_daily_2091_2100.nc
tas,historical,historical,gfdl-esm4,1850_1850,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1850_1850.nc
tas,historical,historical,gfdl-esm4,1851_1860,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1851_1860.nc
tas,historical,historical,gfdl-esm4,1861_1870,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1861_1870.nc
tas,historical,historical,gfdl-esm4,1871_1880,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1871_1880.nc
tas,historical,historical,gfdl-esm4,1881_1890,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1881_1890.nc
tas,historical,historical,gfdl-esm4,1901_1910,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1901_1910.nc
tas,historical,historical,gfdl-esm4,1911_1920,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1911_1920.nc
tas,historical,historical,gfdl-esm4,1921_1930,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1921_1930.nc
tas,historical,historical,gfdl-esm4,1931_1940,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1931_1940.nc
tas,historical,historical,gfdl-esm4,1941_1950,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1941_1950.nc
tas,historical,historical,gfdl-esm4,1951_1960,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1951_1960.nc
tas,historical,historical,gfdl-esm4,1961_1970,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1961_1970.nc
tas,historical,historical,gfdl-esm4,1971_1980,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1971_1980.nc
tas,historical,historical,gfdl-esm4,1981_1990,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1981_1990.nc
tas,historical,historical,gfdl-esm4,1991_2000,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_1991_2000.nc
tas,historical,historical,gfdl-esm4,2001_2010,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_2001_2010.nc
tas,historical,historical,gfdl-esm4,2011_2014,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/GFDL-ESM4/gfdl-esm4_r1i1p1f1_w5e5_historical_tas_global_daily_2011_2014.nc
tas,historical,historical,ipsl-cm6a-lr,1850_1850,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1850_1850.nc
tas,historical,historical,ipsl-cm6a-lr,1851_1860,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1851_1860.nc
tas,historical,historical,ipsl-cm6a-lr,1861_1870,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1861_1870.nc
tas,historical,historical,ipsl-cm6a-lr,1871_1880,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1871_1880.nc
tas,historical,historical,ipsl-cm6a-lr,1881_1890,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1881_1890.nc
tas,historical,historical,ipsl-cm6a-lr,1901_1910,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1901_1910.nc
tas,historical,historical,ipsl-cm6a-lr,1911_1920,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1911_1920.nc
tas,historical,historical,ipsl-cm6a-lr,1921_1930,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1921_1930.nc
tas,historical,historical,ipsl-cm6a-lr,1931_1940,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1931_1940.nc
tas,historical,historical,ipsl-cm6a-lr,1941_1950,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1941_1950.nc
tas,historical,historical,ipsl-cm6a-lr,1951_1960,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1951_1960.nc
tas,historical,historical,ipsl-cm6a-lr,1961_1970,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1961_1970.nc
tas,historical,historical,ipsl-cm6a-lr,1971_1980,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1971_1980.nc
tas,historical,historical,ipsl-cm6a-lr,1981_1990,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1981_1990.nc
tas,historical,historical,ipsl-cm6a-lr,1991_2000,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_1991_2000.nc
tas,historical,historical,ipsl-cm6a-lr,2001_2010,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_2001_2010.nc
tas,historical,historical,ipsl-cm6a-lr,2011_2014,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/IPSL-CM6A-LR/ipsl-cm6a-lr_r1i1p1f1_w5e5_historical_tas_global_daily_2011_2014.nc
tas,historical,historical,mpi-esm1-2-hr,1850_1850,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1850_1850.nc
tas,historical,historical,mpi-esm1-2-hr,1851_1860,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1851_1860.nc
tas,historical,historical,mpi-esm1-2-hr,1861_1870,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1861_1870.nc
tas,historical,historical,mpi-esm1-2-hr,1871_1880,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1871_1880.nc
tas,historical,historical,mpi-esm1-2-hr,1881_1890,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1881_1890.nc
tas,historical,historical,mpi-esm1-2-hr,1901_1910,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1901_1910.nc
tas,historical,historical,mpi-esm1-2-hr,1911_1920,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1911_1920.nc
tas,historical,historical,mpi-esm1-2-hr,1921_1930,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1921_1930.nc
tas,historical,historical,mpi-esm1-2-hr,1931_1940,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1931_1940.nc
tas,historical,historical,mpi-esm1-2-hr,1941_1950,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1941_1950.nc
tas,historical,historical,mpi-esm1-2-hr,1951_1960,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1951_1960.nc
tas,historical,historical,mpi-esm1-2-hr,1961_1970,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1961_1970.nc
tas,historical,historical,mpi-esm1-2-hr,1971_1980,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1971_1980.nc
tas,historical,historical,mpi-esm1-2-hr,1981_1990,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1981_1990.nc
tas,historical,historical,mpi-esm1-2-hr,1991_2000,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_1991_2000.nc
tas,historical,historical,mpi-esm1-2-hr,2001_2010,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_2001_2010.nc
tas,historical,historical,mpi-esm1-2-hr,2011_2014,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MPI-ESM1-2-HR/mpi-esm1-2-hr_r1i1p1f1_w5e5_historical_tas_global_daily_2011_2014.nc
tas,historical,historical,mri-esm2-0,1850_1850,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1850_1850.nc
tas,historical,historical,mri-esm2-0,1851_1860,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1851_1860.nc
tas,historical,historical,mri-esm2-0,1861_1870,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1861_1870.nc
tas,historical,historical,mri-esm2-0,1871_1880,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1871_1880.nc
tas,historical,historical,mri-esm2-0,1881_1890,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1881_1890.nc
tas,historical,historical,mri-esm2-0,1901_1910,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1901_1910.nc
tas,historical,historical,mri-esm2-0,1911_1920,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1911_1920.nc
tas,historical,historical,mri-esm2-0,1921_1930,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1921_1930.nc
tas,historical,historical,mri-esm2-0,1931_1940,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1931_1940.nc
tas,historical,historical,mri-esm2-0,1941_1950,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1941_1950.nc
tas,historical,historical,mri-esm2-0,1951_1960,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1951_1960.nc
tas,historical,historical,mri-esm2-0,1961_1970,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1961_1970.nc
tas,historical,historical,mri-esm2-0,1971_1980,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1971_1980.nc
tas,historical,historical,mri-esm2-0,1981_1990,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1981_1990.nc
tas,historical,historical,mri-esm2-0,1991_2000,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_1991_2000.nc
tas,historical,historical,mri-esm2-0,2001_2010,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_2001_2010.nc
tas,historical,historical,mri-esm2-0,2011_2014,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/MRI-ESM2-0/mri-esm2-0_r1i1p1f1_w5e5_historical_tas_global_daily_2011_2014.nc
tas,historical,historical,ukesm1-0-ll,1850_1850,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1850_1850.nc
tas,historical,historical,ukesm1-0-ll,1851_1860,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1851_1860.nc
tas,historical,historical,ukesm1-0-ll,1861_1870,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1861_1870.nc
tas,historical,historical,ukesm1-0-ll,1871_1880,https://files.isimip.org/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/historical/UKESM1-0-LL/ukesm1-0-ll_r1i1p1f1_w5e5_historical_tas_global_daily_1871_1880.nc
